N_PROF,N_LEVELS,JULD,LATITUDE,LONGITUDE,PRES,TEMP,PSAL,PRES_ADJUSTED,TEMP_ADJUSTED,PSAL_ADJUSTED
1,474,25812.160428245323,2.098,164.882,,,,,,
1,475,25812.160428245323,2.098,164.882,,,,,,
1,476,25812.160428245323,2.098,164.882,,,,,,
1,477,25812.160428245323,2.098,164.882,,,,,,
1,478,25812.160428245323,2.098,164.882,,,,,,
1,479,25812.160428245323,2.098,164.882,,,,,,
1,480,25812.160428245323,2.098,164.882,,,,,,
1,481,25812.160428245323,2.098,164.882,,,,,,
1,482,25812.160428245323,2.098,164.882,,,,,,
1,483,25812.160428245323,2.098,164.882,,,,,,
1,484,25812.160428245323,2.098,164.882,,,,,,
1,485,25812.160428245323,2.098,164.882,,,,,,
1,486,25812.160428245323,2.098,164.882,,,,,,
1,487,25812.160428245323,2.098,164.882,,,,,,
1,488,25812.160428245323,2.098,164.882,,,,,,
1,489,25812.160428245323,2.098,164.882,,,,,,
1,490,25812.160428245323,2.098,164.882,,,,,,
1,491,25812.160428245323,2.098,164.882,,,,,,
1,492,25812.160428245323,2.098,164.882,,,,,,
1,493,25812.160428245323,2.098,164.882,,,,,,
1,494,25812.160428245323,2.098,164.882,,,,,,
1,495,25812.160428245323,2.098,164.882,,,,,,
